"","sentence_id","word","element_id","word_count","sentiment"
"1440",13749,"maintaining",14515,1,0.6
"1441",13758,"enable",14524,1,0.6
"1442",13766,"free",14532,1,0.5
"1443",13769,"misstatement",14535,1,-0.5
"1444",13773,"fraud",14539,1,-0.75
"1445",13775,"error",14541,1,-1
"1446",13778,"suitable",14544,1,0.5
"1447",13785,"consistently",14551,1,0.8
"1448",13795,"reasonable",14561,1,0.5
"1449",13815,"ability",14581,1,0.5
"1450",13817,"continue",14583,1,0.4
"1451",13820,"concerns",14586,1,-0.6
"1452",13826,"relating",14592,1,0.1
"1453",13832,"concern",14598,1,-0.6
"1454",13845,"attention",14611,1,0.25
"1455",13861,"concerns",14627,1,-0.6
"1456",13888,"relieve",14654,1,1
"1457",13893,"approved",14659,1,1
"1458",13913,"director",14681,1,0.25
"1459",13914,"director",14682,1,0.25
"1460",13929,"management",14700,1,0.4
"1461",13935,"effective",14706,1,0.8
"1462",13942,"prudent",14713,1,0.5
"1463",13954,"enhances",14725,1,0.8
"1464",13958,"satisfies",14729,1,0.5
"1465",13960,"interests",14731,1,0.5
"1466",13999,"best",14770,1,0.5
"1467",14001,"including",14772,1,0.6
"1468",14008,"markets",14779,1,0.1
"1469",14009,"authority",14780,1,0.5
"1470",14027,"global",14799,1,0.4
"1471",14028,"best",14800,1,0.5
"1472",14047,"recommendations",14819,1,0.8
"1473",14054,"ensure",14826,1,0.8
"1474",14059,"compliant",14831,1,0.5
"1475",14068,"accredited",14840,1,0.8
"1476",14097,"main",14870,1,0.4
"1477",14110,"recommendations",14883,1,0.8
"1478",14114,"carefully",14887,1,0.25
"1479",14118,"appropriate",14891,1,1
"1480",14164,"independence",14937,1,0.8
"1481",14184,"director",14957,1,0.25
"1482",14216,"including",14989,1,0.6
"1483",14219,"chairman",14992,1,0.25
"1484",14272,"management",15047,1,0.4
"1485",14277,"advise",15052,1,0.8
"1486",14279,"challenge",15054,1,-0.25
"1487",14283,"success",15058,1,0.75
"1488",14285,"management",15060,1,0.4
"1489",14289,"agreed",15064,1,0.5
"1490",14293,"risk",15068,1,-0.75
"1491",14308,"complexity",15083,1,0.25
"1492",14321,"sufficient",15096,1,1
"1493",14332,"legal",15107,1,0.25
"1494",14334,"regulatory",15109,1,-0.25
"1495",14339,"excluding",15114,1,-0.8
"1496",14342,"director",15117,1,0.25
"1497",14369,"director",15144,1,0.25
"1498",14386,"general",15161,1,0.4
"1499",14410,"limits",15185,1,-0.25
"1500",14452,"approval",15230,1,1
"1501",14454,"expenditure",15232,1,-0.25
"1502",14457,"limits",15235,1,-0.25
"1503",14458,"approval",15236,1,1
"1504",14465,"limits",15243,1,-0.25
"1505",14474,"approval",15252,1,1
"1506",14480,"debt",15258,1,-0.75
"1507",14487,"well",15265,1,0.8
"1508",14488,"composed",15266,1,0.8
"1509",14501,"knowledge",15279,1,0.6
"1510",14505,"appropriate",15283,1,1
"1511",14506,"balance",15284,1,0.6
"1512",14518,"opportunities",15296,1,1
"1513",14535,"director",15313,1,0.25
"1514",14538,"occupation",15316,1,0.1
"1515",14544,"chairman",15322,1,0.25
"1516",14547,"director",15325,1,0.25
"1517",14554,"director",15334,1,0.25
"1518",14556,"director",15336,1,0.25
"1519",14564,"director",15346,1,0.25
"1520",14572,"director",15356,1,0.25
"1521",14573,"accountant",15357,1,-0.25
"1522",14579,"director",15365,1,0.25
"1523",14590,"director",15378,1,0.25
"1524",14591,"accountant",15379,1,-0.25
"1525",14599,"director",15389,1,0.25
"1526",14600,"deceased",15390,1,-1
"1527",14601,"accountant",15391,1,-0.25
"1528",14607,"director",15399,1,0.25
"1529",14609,"director",15401,1,0.25
"1530",14610,"accountant",15402,1,-0.25
"1531",14612,"separation",15406,1,-0.4
"1532",14619,"chairman",15413,1,0.25
"1533",14623,"director",15417,1,0.25
"1534",14635,"management",15429,1,0.4
"1535",14637,"chairman",15431,1,0.25
"1536",14649,"collective",15443,1,-0.25
"1537",14656,"director",15450,1,0.25
"1538",14658,"responsible",15452,1,0.25
"1539",14667,"effective",15461,1,0.8
"1540",14669,"efficient",15463,1,0.75
"1541",14688,"shares",15482,1,0.1
"1542",14701,"equity",15496,1,1
"1543",14713,"committed",15509,1,0.5
"1544",14715,"ensuring",15511,1,0.8
"1545",14723,"professional",15519,1,0.8
"1546",14724,"transparent",15520,1,-0.25
"1547",14727,"equitable",15523,1,0.8
"1548",14730,"protect",15526,1,0.75
"1549",14732,"enhance",15528,1,0.5
"1550",14736,"satisfy",15532,1,1
"1551",14738,"interests",15534,1,0.5
"1552",14760,"established",15559,1,0.4
"1553",14766,"guide",15565,1,0.6
"1554",14770,"management",15569,1,0.4
"1555",14793,"include",15592,1,0.6
"1556",14813,"attraction",15612,1,1
"1557",14815,"retention",15614,1,0.4
"1558",14820,"ethics",15619,1,0.4
"1559",14824,"guidance",15623,1,0.5
"1560",14832,"deal",15631,1,0.25
"1561",14834,"ethical",15633,1,0.75
"1562",14835,"issues",15634,1,-1
"1563",14836,"provide",15635,1,0.8
"1564",14840,"unethical",15639,1,-0.5
"1565",14846,"culture",15645,1,0.6
"1566",14848,"honesty",15647,1,0.5
"1567",14850,"accountability",15649,1,0.8
"1568",14860,"ethics",15659,1,0.4
"1569",14862,"conflict",15661,1,-1
"1570",14864,"interest",15663,1,0.5
"1571",14870,"ethics",15669,1,0.4
"1572",14872,"guidance",15671,1,0.5
"1573",14874,"conflict",15673,1,-1
"1574",14876,"interest",15675,1,0.5
"1575",14885,"guiding",15684,1,0.6
"1576",14887,"partnership",15686,1,0.8
"1577",14888,"focus",15687,1,0.6
"1578",14895,"respect",15694,1,0.5
"1579",14899,"well",15698,1,0.8
"1580",14938,"clear",15737,1,0.5
"1581",14946,"relating",15745,1,0.1
"1582",14950,"tender",15749,1,0.75
"1583",14956,"well",15755,1,0.8
"1584",14959,"comprehensive",15758,1,0.75
"1585",14967,"engaged",15766,1,0.6
"1586",14984,"information",15783,1,0.4
"1587",14985,"information",15784,1,0.4
"1588",14987,"technology",15786,1,0.1
"1589",14997,"strategic",15796,1,0.6
"1590",15021,"good",15820,1,0.75
